trip_count ,duration_sum        ,duration_avg        ,dim_year,dim_month,dim_hour,dim_user                                          
      27460,            20434343,                 744,    2021,        9,      18,Annual Member                                     
      13052,            17938888,                1374,    2021,        9,      19,Casual Member                                     
        107,               88497,                 827,    2019,        3,       3,Annual Member                                     
      10642,             7937164,                 745,    2019,        3,      17,Annual Member                                     
        713,             1390515,                1950,    2019,        3,      17,Casual Member                                     
        503,              793119,                1576,    2019,        3,      18,Casual Member                                     
       5923,             4736404,                 799,    2019,        4,      12,Annual Member                                     
       6411,             4572446,                 713,    2019,        5,      11,Annual Member                                     
       2809,             2175256,                 774,    2019,        5,      23,Annual Member                                     
         66,               76333,                1156,    2019,        5,       4,Casual Member                                     
      20667,            38354753,                1855,    2021,        5,      18,Casual Member                                     
        365,              254866,                 698,    2021,        5,       3,Annual Member                                     
        317,              344704,                1087,    2021,        5,       4,Annual Member                                     
        198,              333867,                1686,    2021,        5,       4,Casual Member                                     
      18567,            15454378,                 832,    2021,        6,      15,Annual Member                                     
      12134,            21726630,                1790,    2021,        6,      16,Casual Member                                     
      13834,            25447873,                1839,    2021,        6,      17,Casual Member                                     
      21234,            18699568,                 880,    2021,        6,      20,Annual Member                                     
      17710,            12132942,                 685,    2019,        8,       9,Annual Member                                     
       3588,             5363695,                1494,    2019,        8,       9,Casual Member                                     
       4882,             8317776,                1703,    2019,        8,      10,Casual Member                                     
       1077,             1508214,                1400,    2019,        9,       0,Casual Member                                     
        405,              299617,                 739,    2019,        9,       4,Annual Member                                     
         94,               75551,                 803,    2019,        9,       5,Casual Member                                     
       2632,             4226795,                1605,    2019,        9,      21,Casual Member                                     
        785,              556488,                 708,    2019,       10,       2,Annual Member                                     
       7112,             9766798,                1373,    2022,        7,       0,Casual Member                                     
       1332,             1172293,                 880,    2022,        7,       3,Annual Member                                     
      23463,            18245824,                 777,    2022,        7,      19,Annual Member                                     
      17404,            21445846,                1232,    2022,        8,      11,Casual Member                                     
      15218,            10823420,                 711,    2022,        8,      14,Annual Member                                     
      16907,            12278542,                 726,    2022,        8,      15,Annual Member                                     
       3677,             2243980,                 610,    2022,        9,       6,Annual Member                                     
       4092,             3262093,                 797,    2022,        9,       6,Casual Member                                     
       8917,             7700092,                 863,    2022,        9,       7,Casual Member                                     
      11569,             8244275,                 712,    2022,        9,      13,Annual Member                                     
       2019,             3305234,                1637,    2020,        6,       8,Casual Member                                     
       1131,              871194,                 770,    2020,        7,       5,Annual Member                                     
       1068,             1574714,                1474,    2020,        7,       6,Casual Member                                     
      19986,            36068618,                1804,    2020,        7,      20,Casual Member                                     
       1102,             1133427,                1028,    2022,        1,      12,Casual Member                                     
       3117,             2099446,                 673,    2022,        1,      15,Annual Member                                     
       1824,             1118136,                 613,    2022,        2,       7,Annual Member                                     
        563,              414701,                 736,    2022,        2,       7,Casual Member                                     
        933,              723806,                 775,    2022,        2,       8,Casual Member                                     
        561,              357436,                 637,    2022,        3,       2,Annual Member                                     
        293,              524273,                1789,    2022,        3,       3,Casual Member                                     
       4283,             4069224,                 950,    2022,        3,      19,Casual Member                                     
       2489,             1546686,                 621,    2022,        3,      22,Annual Member                                     
       1834,             1129668,                 615,    2022,        3,      23,Annual Member                                     
       5080,             4438260,                 873,    2019,        1,       9,Annual Member                                     
        477,              268573,                 563,    2022,       10,       4,Annual Member                                     
        995,              545141,                 547,    2022,       10,       5,Annual Member                                     
       2801,             1515289,                 540,    2022,       10,       6,Annual Member                                     
       6243,             4181422,                 669,    2022,       11,      15,Annual Member                                     
       8534,             5854535,                 686,    2022,       11,      16,Annual Member                                     
      10759,             7562911,                 702,    2022,       11,      17,Annual Member                                     
       3751,             2598126,                 692,    2022,       12,       7,Casual Member                                     
       5699,             4078740,                 715,    2022,       12,       9,Casual Member                                     
       3093,             1884038,                 609,    2022,       12,      12,Annual Member                                     
       3364,             2051530,                 609,    2022,       12,      13,Annual Member                                     
       3296,             2078973,                 630,    2022,       12,      14,Annual Member                                     
        132,              196865,                1491,    2019,        6,       4,Casual Member                                     
       7850,            15139873,                1928,    2019,        6,      18,Casual Member                                     
       7038,            12689373,                1802,    2019,        6,      19,Casual Member                                     
       5817,             9698029,                1667,    2019,        6,      20,Casual Member                                     
        604,              351054,                 581,    2020,       12,       0,Annual Member                                     
       5084,             3546254,                 697,    2020,       12,      12,Annual Member                                     
       5594,             3928462,                 702,    2020,       12,      14,Annual Member                                     
        286,              225177,                 787,    2021,        1,       6,Casual Member                                     
       1103,             1208581,                1095,    2021,        1,      20,Casual Member                                     
        548,              480178,                 876,    2021,        1,      22,Casual Member                                     
       9919,             7284916,                 734,    2022,        5,       8,Annual Member                                     
       9551,            17706016,                1853,    2019,        7,      14,Casual Member                                     
      10158,            19172813,                1887,    2019,        7,      15,Casual Member                                     
        681,             1418444,                2082,    2021,        2,      17,Casual Member                                     
        545,              683112,                1253,    2021,        2,      18,Casual Member                                     
        388,              398784,                1027,    2021,        2,      19,Casual Member                                     
       1025,              720456,                 702,    2021,        2,      22,Annual Member                                     
         12,               13191,                1099,    2021,        2,       3,Casual Member                                     
        225,              506893,                2252,    2020,        2,      10,Casual Member                                     
        363,              637518,                1756,    2020,        2,      11,Casual Member                                     
        587,             1646158,                2804,    2020,        2,      12,Casual Member                                     
       4738,             3550324,                 749,    2020,        2,      15,Annual Member                                     
        353,              309255,                 876,    2021,       12,       1,Casual Member                                     
        267,              303992,                1138,    2021,       12,       2,Casual Member                                     
        645,              377813,                 585,    2021,       12,       5,Annual Member                                     
       3922,             2361306,                 602,    2021,       12,       7,Annual Member                                     
       6312,             4022113,                 637,    2021,       12,      19,Annual Member                                     
       3564,             2335016,                 655,    2021,       12,      21,Annual Member                                     
       4539,             3353403,                 738,    2020,        3,      13,Annual Member                                     
        589,             1266029,                2149,    2020,        3,      21,Casual Member                                     
         32,               23843,                 745,    2020,        4,       4,Casual Member                                     
         22,               33774,                1535,    2020,        4,       5,Casual Member                                     
       2201,             2365407,                1074,    2020,        4,      10,Annual Member                                     
        487,             1106671,                2272,    2020,        5,       1,Casual Member                                     
       9990,            24012309,                2403,    2020,        5,      15,Casual Member                                     
       5681,             5195848,                 914,    2020,        5,      20,Annual Member                                     
       3324,             3065791,                 922,    2020,        5,      21,Annual Member                                     
      24886,            20002940,                 803,    2021,        8,      19,Annual Member                                     
        875,              566966,                 647,    2021,        8,       4,Annual Member                                     
       1477,              924411,                 625,    2021,        8,       5,Annual Member                                     
      11857,            17796337,                1500,    2021,        8,      13,Casual Member                                     
      18993,            14383496,                 757,    2021,        9,      15,Annual Member                                     
      22277,            18034251,                 809,    2021,        9,      16,Annual Member                                     
       3977,             6324656,                1590,    2021,        9,      23,Casual Member                                     
        372,              258595,                 695,    2019,        3,       5,Annual Member                                     
       1208,              658433,                 545,    2019,        3,       6,Annual Member                                     
        473,              777475,                1643,    2019,        3,      14,Casual Member                                     
       3015,             3676096,                1219,    2019,        3,      20,Annual Member                                     
        226,              137477,                 608,    2019,        4,       3,Annual Member                                     
       1106,             2112216,                1909,    2019,        4,      11,Casual Member                                     
      15728,            14448847,                 918,    2019,        4,      17,Annual Member                                     
        890,             1253192,                1408,    2019,        5,       8,Casual Member                                     
       7900,             5749446,                 727,    2019,        5,      13,Annual Member                                     
       7693,             5223491,                 678,    2019,        5,      14,Annual Member                                     
       1121,             1336139,                1191,    2019,        5,      22,Casual Member                                     
       1748,             3069193,                1755,    2021,        5,       8,Casual Member                                     
       5605,             9427530,                1681,    2021,        5,      22,Casual Member                                     
       2114,             1646940,                 779,    2021,        5,       0,Annual Member                                     
        356,              811997,                2280,    2021,        6,       5,Casual Member                                     
      13629,            11285135,                 828,    2021,        6,      11,Annual Member                                     
      16194,            29680427,                1832,    2021,        6,      19,Casual Member                                     
      23801,            19249438,                 808,    2019,        8,      18,Annual Member                                     
        470,              314524,                 669,    2019,        8,       4,Annual Member                                     
       9564,            18073231,                1889,    2019,        8,      12,Casual Member                                     
      11010,            19957579,                1812,    2019,        8,      13,Casual Member                                     
       1456,             1207535,                 829,    2019,        9,       1,Annual Member                                     
       2331,             3733524,                1601,    2019,        9,       9,Casual Member                                     
       3078,             5389129,                1750,    2019,        9,      10,Casual Member                                     
      12732,             9507809,                 746,    2019,        9,      15,Annual Member                                     
      11824,            15601212,                1319,    2022,        7,      23,Casual Member                                     
       3408,             2876959,                 844,    2022,        7,       1,Annual Member                                     
      18279,            13600023,                 744,    2022,        7,      15,Annual Member                                     
       4215,             3337250,                 791,    2022,        8,       6,Casual Member                                     
      14927,            10593025,                 709,    2022,        8,      12,Annual Member                                     
      26431,            34957792,                1322,    2022,        8,      20,Casual Member                                     
       1684,             1883347,                1118,    2022,        9,       3,Casual Member                                     
      38283,            44701545,                1167,    2022,        9,      17,Casual Member                                     
       6686,             5015705,                 750,    2022,        9,      22,Annual Member                                     
       5706,             4477750,                 784,    2022,        9,      23,Annual Member                                     
        300,              248001,                 826,    2020,        6,       4,Annual Member                                     
       8441,            19429455,                2301,    2020,        6,      12,Casual Member                                     
       3281,             2801891,                 853,    2020,        7,       0,Annual Member                                     
       1899,             1535179,                 808,    2020,        7,       1,Annual Member                                     
       3822,             7132783,                1866,    2020,        7,       9,Casual Member                                     
       7011,            13653880,                1947,    2020,        7,      23,Casual Member                                     
       1491,             1497708,                1004,    2022,        1,      14,Casual Member                                     
       2468,             2119351,                 858,    2022,        1,      19,Annual Member                                     
       1721,             1127098,                 654,    2022,        1,      20,Annual Member                                     
        201,              248659,                1237,    2022,        1,       0,Casual Member                                     
        976,              902363,                 924,    2022,        2,      11,Casual Member                                     
       3691,             2493710,                 675,    2022,        2,      16,Annual Member                                     
       1120,              668276,                 596,    2022,        3,       0,Annual Member                                     
       1471,             1206259,                 820,    2022,        3,       7,Casual Member                                     
       2628,             2159734,                 821,    2022,        3,       8,Casual Member                                     
          4,                4100,                1025,    2019,        1,       6,Casual Member                                     
      14194,            16593282,                1169,    2022,        5,      11,Casual Member                                     
       8731,            16990644,                1946,    2019,        7,      13,Casual Member                                     
        412,              236176,                 573,    2021,        2,       0,Annual Member                                     
       2214,             1614863,                 729,    2021,        2,      20,Annual Member                                     
       1620,             1149964,                 709,    2021,        2,      21,Annual Member                                     
         41,               34974,                 853,    2021,        2,       0,Casual Member                                     
         29,               26774,                 923,    2021,        2,       1,Casual Member                                     
       4169,             2474392,                 593,    2020,        2,      12,Annual Member                                     
        674,             1010437,                1499,    2020,        2,      13,Casual Member                                     
        165,              185167,                1122,    2020,        2,       8,Casual Member                                     
        345,              199562,                 578,    2021,       12,       4,Annual Member                                     
        182,              139786,                 768,    2021,       12,       5,Casual Member                                     
       2349,             2571099,                1094,    2021,       12,      19,Casual Member                                     
       2745,             1721960,                 627,    2021,       12,      22,Annual Member                                     
       1032,              609495,                 590,    2019,        3,      23,Annual Member                                     
        252,             1477617,                5863,    2019,        3,      11,Casual Member                                     
          6,                8488,                1414,    2019,        3,       3,Casual Member                                     
        942,              590424,                 626,    2019,        4,       0,Annual Member                                     
       1799,             1464167,                 813,    2019,        4,       6,Annual Member                                     
       2141,             4581863,                2140,    2019,        4,      15,Casual Member                                     
        162,              203133,                1253,    2019,        4,       7,Casual Member                                     
       4686,             7600350,                1621,    2019,        5,      18,Casual Member                                     
       3465,             6131513,                1769,    2019,        5,      19,Casual Member                                     
       9560,             8050730,                 842,    2021,        5,      10,Annual Member                                     
      23975,            21559196,                 899,    2021,        5,      18,Annual Member                                     
       1247,             2346966,                1882,    2021,        6,       2,Casual Member                                     
      17441,            14466390,                 829,    2021,        6,      14,Annual Member                                     
      14887,            12632553,                 848,    2021,        6,      21,Annual Member                                     
       1194,              888493,                 744,    2020,        3,      23,Annual Member                                     
        241,              161121,                 668,    2020,        3,       2,Annual Member                                     
        124,              171639,                1384,    2020,        3,       3,Annual Member                                     
         55,               50526,                 918,    2020,        3,       4,Casual Member                                     
        654,             1201045,                1836,    2020,        3,      11,Casual Member                                     
        643,              523446,                 814,    2020,        4,       6,Annual Member                                     
       2562,             6025640,                2351,    2020,        4,      15,Casual Member                                     
       4089,             4224881,                1033,    2020,        5,      10,Annual Member                                     
      10251,            10153731,                 990,    2020,        5,      17,Annual Member                                     
       9787,            24171836,                2469,    2020,        5,      18,Casual Member                                     
       8248,            17389697,                2108,    2020,        5,      19,Casual Member                                     
      18480,            14088678,                 762,    2021,        8,      15,Annual Member                                     
      14650,            10595387,                 723,    2021,        8,       8,Annual Member                                     
       4426,             5474140,                1236,    2021,        8,       9,Casual Member                                     
      16896,            11752980,                 695,    2021,        9,      12,Annual Member                                     
      11417,            15850089,                1388,    2021,        9,      13,Casual Member                                     
      21472,            16175981,                 753,    2021,        9,      19,Annual Member                                     
       9102,            12923194,                1419,    2021,        9,      20,Casual Member                                     
      14006,            24519792,                1750,    2019,        8,      16,Casual Member                                     
      13111,             9903070,                 755,    2019,        8,      15,Annual Member                                     
        267,              305930,                1145,    2019,        9,       6,Casual Member                                     
      23211,            17825306,                 767,    2019,        9,      18,Annual Member                                     
      15599,            11607277,                 744,    2019,        9,      19,Annual Member                                     
       3810,             7077247,                1857,    2019,        9,      20,Casual Member                                     
        843,              574635,                 681,    2022,        7,       4,Annual Member                                     
       1652,             1038236,                 628,    2022,        7,       5,Annual Member                                     
       2895,             2688009,                 928,    2022,        7,       6,Casual Member                                     
      28319,            21521674,                 759,    2022,        7,      18,Annual Member                                     
      18192,            12497120,                 686,    2022,        8,       8,Annual Member                                     
      12856,            12470965,                 970,    2022,        8,       9,Casual Member                                     
      13817,            15396333,                1114,    2022,        8,      10,Casual Member                                     
      39781,            45945969,                1154,    2022,        8,      17,Casual Member                                     
      11327,             7707467,                 680,    2022,        9,      12,Annual Member                                     
      22555,            27339060,                1212,    2022,        9,      13,Casual Member                                     
      15553,            17664698,                1135,    2022,        9,      21,Casual Member                                     
       1710,             1640981,                 959,    2020,        6,       0,Annual Member                                     
        905,             5919111,                6540,    2020,        6,       2,Casual Member                                     
       9282,             8583191,                 924,    2020,        6,      21,Annual Member                                     
       6515,            12759582,                1958,    2020,        6,      22,Casual Member                                     
       4061,             9884653,                2434,    2020,        6,      23,Casual Member                                     
        533,              430252,                 807,    2020,        7,       4,Annual Member                                     
      11410,             9102140,                 797,    2020,        7,      11,Annual Member                                     
        615,              869731,                1414,    2022,        1,      10,Casual Member                                     
       1265,             2420546,                1913,    2022,        1,      18,Casual Member                                     
       1779,             1136413,                 638,    2022,        1,       9,Annual Member                                     
       2770,             1742764,                 629,    2022,        2,      13,Annual Member                                     
       1435,             1605293,                1118,    2022,        2,      14,Casual Member                                     
        356,              206078,                 578,    2022,        3,       3,Annual Member                                     
        224,              229125,                1022,    2022,        3,       4,Casual Member                                     
       9566,             6531266,                 682,    2022,        3,      17,Annual Member                                     
       5603,             7183817,                1282,    2022,        3,      18,Casual Member                                     
       3144,             1827077,                 581,    2019,        1,      15,Annual Member                                     
       5165,             3489806,                 675,    2019,        1,      16,Annual Member                                     
       1961,             1249531,                 637,    2019,        2,      19,Annual Member                                     
          7,                4971,                 710,    2019,        2,       0,Casual Member                                     
         11,               11410,                1037,    2019,        2,       7,Casual Member                                     
       2381,             3520550,                1478,    2020,       10,      10,Casual Member                                     
       4498,             3218677,                 715,    2020,       10,      22,Annual Member                                     
       3426,             2394037,                 698,    2020,       10,      23,Annual Member                                     
        659,              436789,                 662,    2020,       10,       2,Annual Member                                     
        173,              159331,                 920,    2020,       10,       3,Casual Member                                     
       6122,             9086545,                1484,    2020,       11,      14,Casual Member                                     
      35939,            39940232,                1111,    2022,        6,      16,Casual Member                                     
       1257,              834693,                 664,    2022,        6,       1,Annual Member                                     
       3967,             5786458,                1458,    2022,        6,       2,Casual Member                                     
        770,             3434976,                4461,    2019,       11,      14,Casual Member                                     
         96,               99059,                1031,    2019,       11,       0,Casual Member                                     
        190,              126880,                 667,    2019,       12,       3,Annual Member                                     
        334,              433810,                1298,    2019,       12,      18,Casual Member                                     
         16,               15735,                 983,    2019,       12,       4,Casual Member                                     
        166,              307400,                1851,    2020,        1,      10,Casual Member                                     
       8054,             5587612,                 693,    2020,        1,      16,Annual Member                                     
        438,              609644,                1391,    2020,        1,      17,Casual Member                                     
        855,              584643,                 683,    2021,       10,       2,Annual Member                                     
        558,              296954,                 532,    2021,       11,       5,Annual Member                                     
       1772,             1017702,                 574,    2021,       11,       6,Annual Member                                     
       5237,             3710433,                 708,    2021,       11,       7,Casual Member                                     
       4991,             3233017,                 647,    2021,       11,      13,Annual Member                                     
       2530,             2682026,                1060,    2019,        1,      10,Annual Member                                     
        130,              164226,                1263,    2019,        1,      11,Casual Member                                     
         25,               24886,                 995,    2019,        1,      23,Casual Member                                     
        229,              124269,                 542,    2019,        2,       5,Annual Member                                     
         24,              330280,               13761,    2019,        2,      22,Casual Member                                     
         13,               25937,                1995,    2019,        2,       6,Casual Member                                     
          2,                1557,                 778,    2019,        2,       1,Casual Member                                     
       9985,             7000771,                 701,    2020,       10,       8,Annual Member                                     
       1867,             2630089,                1408,    2020,       10,       9,Casual Member                                     
        161,              195172,                1212,    2020,       10,       4,Casual Member                                     
       8092,             5895207,                 728,    2020,       11,      19,Annual Member                                     
       5470,             3905040,                 713,    2020,       11,      20,Annual Member                                     
       2335,             2735644,                1171,    2020,       11,      20,Casual Member                                     
      18259,            20627665,                1129,    2022,        6,      22,Casual Member                                     
       5118,             6288383,                1228,    2022,        6,       1,Casual Member                                     
       4893,             3250378,                 664,    2022,        6,       7,Annual Member                                     
       8686,             6113134,                 703,    2022,        6,       8,Annual Member                                     
      20561,            17553438,                 853,    2022,        6,       8,Casual Member                                     
         41,             1771093,               43197,    2019,       12,       3,Casual Member                                     
       6052,             5174560,                 855,    2019,       12,       9,Annual Member                                     
       3444,             2398575,                 696,    2019,       12,      10,Annual Member                                     
        105,             1080688,               10292,    2019,       12,      23,Casual Member                                     
        423,              249965,                 590,    2020,        1,       1,Annual Member                                     
       5025,             3465233,                 689,    2020,        1,      15,Annual Member                                     
        457,              757092,                1656,    2020,        1,      16,Casual Member                                     
      13550,             9633219,                 710,    2021,       10,      17,Annual Member                                     
       9402,             6946553,                 738,    2021,       11,       8,Casual Member                                     
       5330,             3384430,                 634,    2021,       11,      12,Annual Member                                     
       4179,             3537862,                 846,    2021,       11,      22,Casual Member                                     
       3877,             3000112,                 773,    2020,        8,       0,Annual Member                                     
      17462,            13906778,                 796,    2020,        8,      14,Annual Member                                     
      15150,            26101404,                1722,    2020,        8,      15,Casual Member                                     
      12472,            10655590,                 854,    2020,        8,      21,Annual Member                                     
      16593,            12794522,                 771,    2020,        9,      12,Annual Member                                     
      17383,            13269038,                 763,    2020,        9,      13,Annual Member                                     
      12547,            19221333,                1531,    2020,        9,      14,Casual Member                                     
       1552,             1009781,                 650,    2022,        4,       0,Annual Member                                     
       1036,              660014,                 637,    2022,        4,       1,Annual Member                                     
       9175,            11381669,                1240,    2022,        4,      14,Casual Member                                     
       9985,            12320904,                1233,    2022,        4,      15,Casual Member                                     
        820,             1317860,                1607,    2021,        3,      10,Casual Member                                     
        964,             1553433,                1611,    2021,        4,       9,Casual Member                                     
       1087,             2411615,                2218,    2021,        4,      23,Casual Member                                     
       4735,             3220609,                 680,    2022,       10,      22,Annual Member                                     
       3082,             3193485,                1036,    2022,       10,       2,Casual Member                                     
      11304,             7640528,                 675,    2022,       10,       8,Annual Member                                     
      29574,            28891295,                 976,    2022,       10,      18,Casual Member                                     
       1339,              810488,                 605,    2022,       11,       0,Annual Member                                     
      13174,            12840233,                 974,    2022,       11,      13,Casual Member                                     
      13237,            13307984,                1005,    2022,       11,      14,Casual Member                                     
       2590,             1541211,                 595,    2022,       12,      11,Annual Member                                     
       7210,             5614637,                 778,    2022,       12,      12,Casual Member                                     
      16749,            12737232,                 760,    2019,       10,      16,Annual Member                                     
       3875,             7082071,                1827,    2019,       10,      16,Casual Member                                     
       4187,             5704294,                1362,    2019,       10,      17,Casual Member                                     
      11471,             8481014,                 739,    2021,        7,      10,Annual Member                                     
       6570,            10039991,                1528,    2021,        7,      11,Casual Member                                     
       8053,            12347935,                1533,    2021,        7,      12,Casual Member                                     
       1370,             1116752,                 815,    2019,        6,       1,Annual Member                                     
        686,             1340951,                1954,    2019,        6,       2,Casual Member                                     
       2726,             1772434,                 650,    2019,        6,       6,Annual Member                                     
       8528,            18669042,                2189,    2019,        6,      16,Casual Member                                     
       4889,             3735414,                 764,    2019,        6,      22,Annual Member                                     
       1616,             1447851,                 895,    2020,       12,      12,Casual Member                                     
       6177,             4533375,                 733,    2020,       12,      15,Annual Member                                     
         73,               48986,                 671,    2021,        1,       4,Casual Member                                     
       2705,             1920990,                 710,    2021,        1,      10,Annual Member                                     
       8479,             5828221,                 687,    2022,        5,      12,Annual Member                                     
      19433,            24254228,                1248,    2022,        5,      13,Casual Member                                     
      32469,            25089065,                 772,    2019,        7,      17,Annual Member                                     
        227,              120474,                 530,    2021,        2,       5,Annual Member                                     
        667,              849557,                1273,    2021,        2,      15,Casual Member                                     
       3320,             2480159,                 747,    2021,        2,      19,Annual Member                                     
        296,              412716,                1394,    2021,        2,      20,Casual Member                                     
       4199,             2758225,                 656,    2020,        2,      13,Annual Member                                     
       3992,             3050509,                 764,    2020,        2,      14,Annual Member                                     
